# Mental Disorders
#
# Potential problems for PCs who go insane, see
#  something they can't handle, etc.
#
# Copyright 1998 Bruce A. Gulke
#

:Start
1,Phobia: {Cap~[Phobia]}
2-10,{Cap~[Disorder]}

:Disorder
1,amnesia
2,catatonia
3,dementia
4,hallucinatory Insanity
5,homicidal Mania
6,kleptomania
7,manic Despression
8,megalomania
9,paranoia
10,schizophrenia

:Phobia
1,Ablutophobia- Fear of washing or bathing.
2,Acarophobia- Fear of itching or of the insects that cause itching.
3,Acerophobia- Fear of sourness.
4,Achluophobia- Fear of darkness.
5,Acousticophobia- Fear of noise.
6,Acrophobia- Fear of heights.
7,Aerophobia- Fear of drafts, air swallowing, or airbourne noxious substances.
8,Aeroacrophobia- Fear of open high places.
9,Aeronausiphobia- Fear of vomiting secondary to airsickness.
10,Agateophobia- Fear of insanity.
11,Agliophobia- Fear of pain.
12,Agoraphobia- Fear of open spaces or of being in crowded, public places like markets. Fear of leaving a safe place.
13,Agraphobia- Fear of sexual abuse.
14,Agrizoophobia- Fear of wild animals.
15,Agyrophobia- Fear of streets or crossing the street.
16,Aichmophobia- Fear of needles or pointed objects.
17,Ailurophobia- Fear of cats.
18,Albuminurophobia- Fear of kidney disease.
19,Alektorophobia- Fear of chickens.
20,Algophobia- Fear of pain.
21,Alliumphobia- Fear of garlic.
22,Allodoxaphobia- Fear of opinions.
23,Altophobia- Fear of heights.
24,Amathophobia- Fear of dust.
25,Amaxophobia- Fear of riding in a car.
26,Ambulophobia- Fear of walking.
27,Amnesiphobia- Fear of amnesia.
28,Amychophobia- Fear of scratches or being scratched.
29,Anablephobia- Fear of looking up.
30,Ancraophobia- Fear of wind. (Anemophobia)
31,Androphobia- Fear of men.
32,Anemophobia- Fear of air drafts or wind.(Ancraophobia)
33,Anginophobia- Fear of angina, choking or narrowness.
34,Anglophobia- Fear of England or English culture, etc.
35,Angrophobia - Fear of anger or of becoming angry.
36,Ankylophobia- Fear of immobility of a joint.
37,Anthrophobia or Anthophobia- Fear of flowers.
38,Anthropophobia- Fear of people or society.
39,Antlophobia- Fear of floods.
40,Anuptaphobia- Fear of staying single.
41,Apeirophobia- Fear of infinity.
42,Aphenphosmphobia- Fear of being touched. (Haphephobia)
43,Apiphobia- Fear of bees.
44,Apotemnophobia- Fear of persons with amputations.
45,Arachibutyrophobia- Fear of peanut butter sticking to the roof of the mouth.
46,Arachnephobia or Arachnophobia- Fear of spiders.
47,Arithmophobia- Fear of numbers.
48,Arrhenphobia- Fear of men.
49,Arsonphobia- Fear of fire.
50,Asthenophobia- Fear of fainting or weakness.
51,Astraphobia or Astrapophobia- Fear of thunder and lightning.(Ceraunophobia, Keraunophobia)
52,Astrophobia- Fear of stars or celestial space.
53,Asymmetriphobia- Fear of asymmetrical things.
54,Ataxiophobia- Fear of ataxia. (muscular incoordination)
55,Ataxophobia- Fear of disorder or untidiness.
56,Atelophobia- Fear of imperfection.
57,Atephobia- Fear of ruin or ruins.
58,Athazagoraphobia- Fear of being forgotton or ignored or forgetting.
59,Atomosophobia- Fear of atomic explosions.
60,Atychiphobia- Fear of failure.
61,Aulophobia- Fear of flutes.
62,Aurophobia- Fear of gold.
63,Auroraphobia- Fear of Northern lights.
64,Autodysomophobia- Fear of one that has a vile odor.
65,Automatonophobia- Fear of ventriloquist's dummies, animatronic creatures, wax statues - anything that falsly represents a sentient being.
66,Automysophobia- Fear of being dirty.
67,Autophobia- Fear of being alone or of oneself.
68,Aviophobia or Aviatophobia- Fear of flying.
69,Bacillophobia- Fear of microbes.
70,Bacteriophobia- Fear of bacteria.
71,Ballistophobia- Fear of missiles or bullets.
72,Bolshephobia- Fear of Bolsheviks.
73,Barophobia- Fear of gravity.
74,Basophobia or Basiphobia- Inability to stand. Fear of walking or falling.
75,Bathmophobia- Fear of stairs or steep slopes.
76,Bathophobia- Fear of depth.
77,Batophobia- Fear of heights or being close to high buildings.
78,Batrachophobia- Fear of amphibians, such as frogs, newts, salamanders, etc.
79,Belonephobia- Fear of pins and needles. (Aichmophobia)
80,Bibliophobia- Fear of books.
81,Blennophobia- Fear of slime.
82,Bogyphobia- Fear of bogeys or the bogeyman.
83,Botanophobia- Fear of plants.
84,Bromidrosiphobia or Bromidrophobia- Fear of body smells.
85,Brontophobia- Fear of thunder and lightning.
86,Bufonophobia- Fear of toads.
87,Cacophobia- Fear of ugliness.
88,Cainophobia or Cainotophobia- Fear of newness, novelty.
89,Caligynephobia- Fear of beautiful women.
90,Cancerophobia or Carcinophobia- Fear of cancer.
91,Cardiophobia- Fear of the heart.
92,Carnophobia- Fear of meat.
93,Catagelophobia- Fear of being ridiculed.
94,Catapedaphobia- Fear of jumping from high and low places.
95,Cathisophobia- Fear of sitting.
96,Catoptrophobia- Fear of mirrors.
97,Cenophobia or Centophobia- Fear of new things or ideas.
98,Ceraunophobia or Keraunophobia- Fear of thunder and lightning.(Astraphobia, Astrapophobia)
99,Chaetophobia- Fear of hair.
100,Cheimaphobia or Cheimatophobia- Fear of cold.(Frigophobia, Psychophobia)
101,Chemophobia- Fear of chemicals or working with chemicals.
102,Cherophobia- Fear of gaiety.
103,Chionophobia- Fear of snow.
104,Chiraptophobia- Fear of being touched.
105,Chirophobia- Fear of hands.
106,Chiroptophobia- Fear of bats.
107,Cholerophobia- Fear of anger or the fear of cholera.
108,Chorophobia- Fear of dancing.
109,Chrometophobia or Chrematophobia- Fear of money.
110,Chromophobia or Chromatophobia- Fear of colors.
111,Chronophobia- Fear of time.
112,Chronomentrophobia- Fear of clocks.
113,Cibophobia- Fear of food.(Sitophobia, Sitiophobia)
114,Claustrophobia- Fear of confined spaces.
115,Cleithrophobia or Cleisiophobia- Fear of being locked in an enclosed place.
116,Cleptophobia- Fear of stealing.
117,Climacophobia- Fear of stairs, climbing, or of falling downstairs.
118,Clinophobia- Fear of going to bed.
119,Clithrophobia or Cleithrophobia- Fear of being enclosed.
120,Cnidophobia- Fear of stings.
121,Cometophobia- Fear of comets.
122,Coimetrophobia- Fear of cemeteries.
123,Coitophobia- Fear of coitus.
124,Contreltophobia- Fear of sexual abuse.
125,Coprastasophobia- Fear of constipation.
126,Coprophobia- Fear of feces.
127,Consecotaleophobia- Fear of chopsticks.
128,Coulrophobia- Fear of clowns.
129,Counterphobia- The preference by a phobic for fearful situations.
130,Cremnophobia- Fear of precipices.
131,Cryophobia- Fear of extreme cold, ice or frost.
132,Crystallophobia- Fear of crystals or glass.
133,Cyberphobia- Fear of computers or working on a computer.
134,Cyclophobia- Fear of bicycles.
135,Cymophobia or Kymophobia- Fear of waves or wave like motions.
136,Cynophobia- Fear of dogs or rabies.
137,Cypridophobia or Cypriphobia or Cyprianophobia or Cyprinophobia - Fear of prostitutes or venereal disease.
138,Decidophobia- Fear of making decisions.
139,Defecaloesiophobia- Fear of painful bowels movements.
140,Deipnophobia- Fear of dining or dinner conversations.
141,Dementophobia- Fear of insanity.
142,Demonophobia or Daemonophobia- Fear of demons.
143,Demophobia- Fear of crowds. (Agoraphobia)
144,Dendrophobia- Fear of trees.
145,Dentophobia- Fear of dentists.
146,Dermatophobia- Fear of skin lesions.
147,Dermatosiophobia or Dermatophobia or Dermatopathophobia- Fear of skin disease.
148,Dextrophobia- Fear of objects at the right side of the body.
149,Diabetophobia- Fear of diabetes.
150,Didaskaleinophobia- Fear of going to school.
151,Dikephobia- Fear of justice.
152,Dinophobia- Fear of dizziness or whirlpools.
153,Diplophobia- Fear of double vision.
154,Dipsophobia- Fear of drinking.
155,Dishabiliophobia- Fear of undressing in front of someone.
156,Disposophobia- Fear of throwing stuff out. Hoarding.
157,Domatophobia- Fear of houses or being in a house.(Eicophobia, Oikophobia)
158,Doraphobia- Fear of fur or skins of animals.
159,Doxophobia- Fear of expressing opinions or of receiving praise.
160,Dromophobia- Fear of crossing streets.
161,Dutchphobia- Fear of the Dutch.
162,Dysmorphophobia- Fear of deformity.
163,Dystychiphobia- Fear of accidents.
164,Ecclesiophobia- Fear of church.
165,Ecophobia- Fear of home.
