#Construct.tab
#by Dawn M. Burge (fantasy@xecu.net) (2004)
#for Dungeons & Dragons 2nd Edition
;Start
2,[CGolems] golem
1,[CAutomaton] automaton
1,brass minotaur golem
1,carrionette 
1,[CGargoyle] gargoyle
1,[CGemstone] gemstone golem
1,stone variant [CStone] golem
1,helmed horror 
1,[CLife] life-shaped creation
1,metagolem 

;CGolems
2,[CGLess] lesser
1,bone 
1,brain 
1,burning man 
1,doll 
1,gargoyle 
1,glass 
1,hammer 
1,magic 
1,magma 
1,necrophidius 
1,phantom flyer 
1,salt 
1,scarecrow 
1,shaboath 
1,spiderstone 
2,[CGGreat] greater

;CGLess
1,clay 
1,flesh 

;CGGreat
1,iron 
1,stone 

;CAutomaton
1,Farragan, Triobrand's
1,Silversan, Triobrand's
1,Thanatar, Triobrand's
1,{If~{Dice~1d100}=100?Enhanced }Scalander 

;CGargoyle
1,gargoyle 
1,margoyle 
1,archer 
1,grandfather plaque 
1,spouter 
1,stone lion 
1,stone wolf

;CGemstone
1,diamond 
1,emerald 
1,ruby 

;CStone
1,caryatid 
1,juggernaut 
1,stone guardian 

;CLife
1,[CLGuarding] guarding
1,[CLTransport] transport

;CLGuarding
1,climb dogs 
1,darkstrike 
1,protector 
1,sheildbug 
1,watcher 

;CLTransport
1,ber-etherin 
1,yihn-eflan 
1,gun-evauth 
1,dhev-sahr 
