# ---------------------------------------------------
# Last Update: updated by Valminder July 2010.
# ---------------------------------------------------
#
# Ship Encounter Chart
#
# So far it can produce a ships Cargo, Crew, Cannons.
# Ships Nationality, Category and Type either randomly or selected.
#
# Planned are also additional Ship Types:
# - Pink, Yacht, Flyboot, 
# - War Galleon, Fast Galleon, Ship-of-the-Line, Frigate, Cutter, 
#   Schooner, Sloop,
# - Corvette, Bilander, Brig, Bark, Lugger, Warship, caravel, Boat, 
#   Man-o-War, Battleship, Pinas
# - Race Galleon
# Relation between Nationality, Ship Type and Category
#
# Bronze Guns:
# Falcon, Saker, Culverin
# 8 to 10 feet optimal length everything above is waste
#
# 18th Century
# Flintlock Cannons
# Reload times 3 to 5 minutes (Spanish / French)
# 90 Seconds English
#
# Copyright 2001 by Christian Loidl
#
# Please visit www.rpgoffice.com for further material or to join the team
#
# Modified by Valminder, Nov 2005.
#    Changed old functions for TSv5.
#    Renamed table to [ENC Ship Historical].
#
# Modified by Valminder, Sep 2009 / July 2010.
#    Added OverRideRolls
#    Corrected some Errors
#

/OverRideRolls 1

%Mode%,1
%Temp%,0

%Cargo%,0
%Max Cargo%,0
%Temp Cargo%,0
%Total Cargo%,0

%Cotton%,0
%Fish%,0
%Foodstuff%,0
%Fruit%,0
%Grain%,0
%Hides and Furs%,0
%Livestock%,0
%Lumber%,0
%Manufactured Goods%,0
%Naval Stores%,0
%Ore%,0
%Powder%,0
%Rum%,0
%Salt%,0
%Shot%,0
%Slaves%,0
%Spices%,0
%Sugar%,0
%Tabacco%,0
%Wine%,0
%Wool%,0

%Max Crew%,0
%Crewmen%,0

%Swivel Guns%,0
%Light Cannons%,0
%Light Cannon Size%,0
%Heavy Cannons%,0
%Heavy Cannon Size%,0

%Ship Size Mod%,0

%Chance%,0
%Gun Type%,0
%Guns%,0

%Nationality%,0
%Ship Type%,0
%Category%,0
%i%,0

%Generate Araments%,0
%Generate Cargo%,0
%Generate Crew%,0

@Mode,2,Mode:,Summary,Detail
@Ship Type,1,Type of Ship:,Random,Tartane,Felluca,Boyer,Barque,Hoecker,Flute,West Indiaman,Pinnace,Galleon
@Nationality,1,Nationality of Ship:,Random,English,French,Dutch,Danish,Portuguese,Spanish
@Category,1,Category of Ship:,Random,Warship,Pirate Vessel,Merchant Vessel,Fishing Vessel
@Generate Araments,2,Generate Araments:,Yes,No
@Generate Cargo,2,Generate Cargo:,Yes,No
@Generate Crew,2,Generate Crew:,Yes,No

;Start
1,{If~%Mode%=1? [Summary]}{If~%Mode%=2? [Detail]}

;Summary
1,[Nationality Selection=%Nationality%]
_A [~Ship Category Selection=%Category%] [~Ship Selection=%Ship Type%] of %Cargo% tons flying [Display Nationality=%Nationality%] colors

;Detail
1,[Nationality Selection=%Nationality%]
_<table>
_<tr><td width=500><b><BIG>[~Ship Name Generator.Generate Historical(%Nationality%)]</BIG></b></td>
_<td width=200 align="right" rowspan="3">[Display Colors=%Nationality%]</td></tr>
_<tr><td>[Display Nationality=%Nationality%]
_ [~Ship Category Selection=%Category%]</td></tr>
_<tr><td>[~Ship Selection=%Ship Type%]

:Nationality Selection
1,[Nationality]
2,|Nationality=1|
3,|Nationality=2|
4,|Nationality=3|
5,|Nationality=4|
6,|Nationality=5|
7,|Nationality=6|

:Ship Selection
#1,[Ship Encounter]
1,[Ship Type+%Ship Size Mod%]
2,[Tartane]
3,[Felluca]
4,[Boyer]
5,[Barque]
6,[Hoecker]
7,[Flute]
8,[West Indiaman]
9,[Pinnace]
10,[Galleon]

:Ship Category Selection
1,[Ship Category]
2,warship [Warship]
3,pirate [Pirate]
4,merchant [Merchant]
5,fishing [Fisher]

# Ship Encounter Table from "Run out the Guns - GameMaster Book" Page 32
;Ship Encounter
5,[Tartane] <hr> 25 <b>percent</b> chance of encountering 1-5 in group
5,[Felluca] <hr> 25 <b>percent</b> of having consort ship of identical type
5,[Boyer] <hr> 25 <b>percent</b> of having consort ship of identical type
10,[Tartane] <hr> 25 <b>percent</b> of having consort ship of identical type
10,[Boyer] <hr> 25 <b>percent</b> chance of encountering 1-5 in group
10,[Felluca] <hr> 25 <b>percent</b> chance of encountering 1-5 in group
10,[Barque] <hr> 25 <b>percent</b> of having consort ship of identical type
15,[Hoecker]
15,[Flute]
10,[West Indiaman]
5,[Hoecker]
5,[West Indiaman] <hr> 25 <b>percent</b> of having consort ship of identical type
5,[Flute] <hr> 25 <b>percent</b> of having consort ship of identical type
5,[Galleon] <hr> 25 <b>percent</b> of having consort ship of identical type
4,[West Indiaman] <hr> Non Spanish Treasure Ship
1,[Galleon] <hr>Spanish Treasure Ship
3,[Flute] <hr>1-5 encountered with warship escort
3,[West Indiaman] <hr> 1-5 encountered with warship escort
1,[Galleon] <hr> 1-5 encountered with warship escort
3,[Pinnace]

;Ship Type
15,[Tartane]
15,[Felluca]
15,[Boyer]
15,[Barque]
20,[Hoecker]
25,[Flute]
25,[West Indiaman]
